new_sampleid	Bam_Id	Depth	Chimeric_Reads_NGScheck	Chimeric_Reads_flagstat	Mean_TLEN	Q30	FREEMIX	Yield	Yield_QC	sa.qc.callRate	sa.qc.dpMean	sa.qc.dpStDev	sa.qc.gqStDev	sa.hetStats.stdev	sa.qc.rHetHomVar	sa.qc.rTiTv	sa.qc.nSingleton	sa.qc.nSNP	sa.qc.nInsertion	sa.qc.nDeletion	sa.imputesex.Fstat	call_rate	f_stat	passes_qc0	passes_qc1	passes_qc2
7d73c9c8-689a-4e66-aca7-ea654eabb20f	9a6e2391-d2b2-4f2a-88f4-799686404896	41.5	0.0164	0.0104	308	88.33	0.00029	138.83	127.9	0.998356164384	42.3223563849	9.97935123952	8.26153708037	0.402465953052	1.54560462237	4.05414949971	0	8587	3	2	0.0717003961405	0.95859	0.076179	TRUE	TRUE	TRUE
7dad00a8-671e-4ae8-bcb4-fed4714e9681	454d10c7-3070-4fd8-b1d8-58ff934bf612	45.1	0.0145	0.01	261	88.68	0.00022	151.59	138.78	0.999269406393	47.6910985195	13.079862089	8.43967458209	0.400157390845	1.49900754268	4.02394526796	1	8812	2	0	0.995190157493	0.99723	0.99524	TRUE	FALSE	TRUE
7dc830a2-77f3-4c92-b622-801ffdb5dea1	NA	0	NA	1	300	NA	1	NA	NA	0.999178082192	27.3965816653	11.444050632	18.3275699301	0.644385138455	1.28343239227	4.05148741419	0	8830	10	2	0.152466469873	0.95946	0.15376	FALSE	FALSE	FALSE
7eb7f89e-7f75-4a2f-815c-4cc8e6ddaa24	2d0dcee6-11e8-4637-8e3e-1f428f03689c	38.9	0.0151	0.0107	343	88.45	0.00025	125.6	119.66	0.998812785388	41.1406235714	10.7405406645	9.70372443936	0.427058204518	1.55614973262	4.04084014002	1	8640	4	3	0.997592187475	0.99512	0.99762	TRUE	FALSE	TRUE
7ed02023-eff6-45cb-9e35-11699af9d553	2278e9c9-e8a6-4fdb-a3f2-5462140d405a	39.6	0.0139	0.0101	305	88.17	0.00023	133.6	121.9	0.998812785388	40.1366919631	10.324623303	9.68784552309	0.436222039823	1.4771817454	4.02372685185	0	8681	4	2	0.0356265773377	0.95888	0.042845	TRUE	FALSE	TRUE
7fbfbcbb-4ee1-49ab-a846-aae849af83e1	NA	0	NA	1	300	NA	1	NA	NA	0.998904109589	25.6530444323	11.6509087098	20.9092229269	0.662774394344	1.29206819867	4.06157354618	1	8878	6	3	0.95911633869	0.99585	0.95467	FALSE	FALSE	FALSE
80375a9d-7dfd-491f-904c-ae356d8b4ce3	c271da67-e8f7-41c8-96f1-5aaaabe2731b	37.1	0.0166	0.011	384	91.98	9e-05	122.63	114.19	0.999178082192	38.3531669866	9.75926934539	9.89582294706	0.511309239561	1.48917401764	4.02019619158	0	8700	3	1	0.069295474887	0.95873	0.076179	TRUE	TRUE	TRUE
808e27a8-6c5f-4f12-87d9-8b4dde59bc74	21f831ec-eb22-4dfa-9bfa-5e23635ae4a5	31.5	0.0186	0.0107	435	87.92	0.00096	109.21	97.54	0.997899543379	32.036423538	10.8147605943	14.1171764348	0.490016410617	1.50483870968	4.0748100526	0	8683	10	1	0.0909397661687	0.95597	0.085703	TRUE	FALSE	TRUE
80b52782-bf44-4c17-88af-1ce5e289eb44	2149f518-e692-48a6-a860-74b55c5f4d80	36.4	0.0146	0.0105	298	92.08	0.00021	122.31	112.15	0.99899543379	36.9260444282	11.5194290496	13.4170025197	0.431429633227	1.58433985839	4.23432744979	0	8600	6	1	0.0537296776593	0.95779	0.06316	TRUE	FALSE	TRUE
815a5a87-422b-403e-a577-59b252b69031	23713196-0240-4ba1-8037-851a20f5136d	42.1	0.0138	0.0088	304	83.52	0.00028	140.28	129.46	0.999360730594	42.4192634561	9.95382017032	8.4457119482	0.417214335569	1.50896495518	4.11957168352	0	8606	5	1	0.0909397661687	0.95837	0.092846	TRUE	TRUE	TRUE
8199748c-d8a9-4ce5-9dc4-9d52241969f3	37a337f8-0705-45b0-9852-55979edf0e4f	39.4	0.0164	0.0117	315	90.56	0.00022	133.6	121.34	0.999726027397	39.615145702	11.3834549409	11.9232922487	0.523686735361	1.5879211175	4.05913043478	1	8727	6	0	0.0380314985912	0.95917	0.040229	TRUE	FALSE	TRUE
81af4967-75d3-4c23-aa00-9576a1228254	6a9a3ff8-34e7-4049-80dd-551ecea0bd30	42.3	0.0295	0.0196	320	87.39	0.00066	140.17	130.08	0.998812785388	45.9752217244	9.89812921576	7.53162329447	0.364263416612	1.45618247299	4.07524985303	0	8633	4	1	0.98796936329	0.9968	0.98571	TRUE	TRUE	TRUE
8246a241-21c3-48cd-8176-8807100da1f1	51282f76-1600-4c6f-8915-fda311425b71	36.6	0.0168	0.0108	441	88.14	0.00022	138.92	113.57	0.998721461187	38.1818763716	12.8267863921	9.64998390706	0.40850772773	1.46536624204	4.09367681499	0	8700	7	0	0.0548659473658	0.95786	0.052369	TRUE	FALSE	TRUE
827010a1-6d41-47c6-ac17-ae6519ddf88b	1069c152-ebb8-4c99-9f9f-22fb84f08285	44.7	0.013	0.0089	309	89.04	0.00038	147.33	137.4	0.998721461187	45.2835588881	10.0486821784	6.93259592023	0.360624752554	1.54489291598	4.06180105945	1	8600	6	1	0.124608663718	0.95873	0.13332	TRUE	FALSE	TRUE
82968510-ce27-4819-9788-9637753ac772	b98227fb-5758-4c07-934d-32f0afbed54d	34.4	0.0149	0.0086	488	91.5	0.00027	115.05	105.96	0.999086757991	36.0058500914	10.2666177132	11.8008846625	0.468233204431	1.4850926672	3.88361581921	1	8644	8	0	-0.0196866114933	0.9567	-0.019247	TRUE	FALSE	TRUE
82b4b870-3cc6-429f-bb9a-d53757437517	06b9b534-6baa-4e7c-8b1c-654d4b93bae2	35.5	0.0178	0.0118	497	90.75	0.00036	119.74	109.47	0.99899543379	36.1257884633	10.200463142	11.9878502792	0.487026615002	1.60987454472	3.92813709232	3	8915	4	1	-0.0846194853384	0.95793	-0.083347	TRUE	FALSE	TRUE
8318d827-8413-4ae8-9aed-e82600d1fdf7	a1ef77b7-2167-4dc7-90f0-422f501450cd	49.9	0.0129	0.0088	293	87.35	0.00039	164.94	153.46	0.999269406393	50.4729482727	10.8411601037	5.98056172468	0.384282016642	1.59557595993	4.10130331754	0	8611	7	0	0.117393899957	0.95801	0.12597	TRUE	FALSE	TRUE
84a2b5c2-1aa8-4d09-b57c-20a179cccf91	afcae411-1312-401a-91df-cd4940df0919	43.5	0.0446	0.0361	236	94.1	0.00021	151	134.03	0.99899543379	48.1081451687	10.8888586348	6.23165068252	0.388962608492	1.40039525692	3.88081725312	0	8600	4	1	0.992781617974	0.99578	0.99285	TRUE	FALSE	TRUE
85127c2d-6183-4de4-8709-4b81ce338693	76807f07-c1c2-43bc-8f15-59aaade36f32	37.2	0.0177	0.0128	437	90.34	0.00038	156.7	115.24	0.999360730594	39.0839806269	12.2932795051	9.23869755324	0.476773315769	1.54126213592	4.05199306759	0	8745	9	0	0.0284118135771	0.95844	0.023797	TRUE	FALSE	TRUE
85f3a9d5-e0b8-47b2-b525-5c8177f22c46	NA	0	NA	1	300	NA	1	NA	NA	0.923561643836	4.53020864234	3.70712940038	23.9784463832	0.654829868378	0.75408496732	4.21594427245	0	6739	1	2	0.480450287821	0.88159	0.48184	FALSE	FALSE	FALSE
860f9e59-97ab-49d9-8c0e-068b7fc72da5	26da4177-92c9-48d1-864f-98df6df2b043	42.2	0.0948	0.0314	394	90.83	0.00142	158.56	129.99	0.996894977169	47.7798644192	9.99433704715	7.59343534352	0.385576219625	1.29798356983	3.93240223464	0	8829	6	0	0.114545138132	0.9575	0.12336	TRUE	TRUE	TRUE
86c8d4f2-1303-4390-90da-aa3e3e66fe9d	2eddf4b4-0e47-478e-bd12-ec7b11f412c4	49.8	0.0188	0.0114	452	85.06	0.00105	185.02	154.36	0.998264840183	50.8280120757	13.9996035554	6.73836461429	0.419331223893	1.53215169002	4.06091070373	0	8558	9	2	0.0668905536335	0.95742	0.064274	TRUE	FALSE	TRUE
8700a01b-a883-4f42-b926-75fd4daf44f2	620a3283-6e71-476c-82c6-04441505139e	35.3	0.0178	0.0108	422	89.36	0.00183	126.64	109.53	0.998173515982	36.6944190302	12.1421564544	10.7174574249	0.449953110254	1.56379585327	3.92991169978	0	8933	8	1	0.00917244354893	0.95699	0.0095111	TRUE	FALSE	TRUE
877af590-0f18-4b3f-8c7a-18c6e66a7481	f17b6b61-fa88-4602-8fcc-8c15122176b2	33.2	0.0253	0.0155	488	81.9	6e-04	118.73	103.33	0.999269406393	33.7472125754	12.6117044669	14.320356194	0.462753483543	1.65202558635	4.0454009434	0	8557	6	3	0.0224281148337	0.95728	0.020251	TRUE	FALSE	TRUE
87864aa5-c8ce-4b15-9519-edbe8f5872c3	97835610-886a-467b-93c9-2488d54dccf6	39	0.0185	0.012	453	88.02	0.00024	142.38	121.04	0.998447488584	40.5049849081	12.4904243148	8.24534292626	0.400262980859	1.54194078947	4.08929627439	0	8606	10	1	0.0308167348306	0.95801	0.026178	TRUE	FALSE	TRUE
8818be0a-8fc4-4be3-b6aa-48984b2485bf	7d76fdbb-cb0a-4d98-8e4e-722b902e2ea1	52.8	0.0309	0.0204	424	81.81	0.00082	204.45	163.81	0.997716894977	54.0046681922	14.4248792258	7.46775981133	0.346066753452	1.44845360825	4.02951388889	0	8691	6	0	0.0644856323799	0.95721	0.061893	TRUE	FALSE	TRUE
88633ceb-9f7d-4fbf-b4b1-09d1ee6c5c82	ad68ccf0-7b48-431b-9b7d-100b2973f825	31.7	0.0207	0.0122	470	79.05	0.00102	117.17	98.17	0.999086757991	32.1640767824	12.1317360797	15.858658897	0.51228066741	1.46486701072	3.98114285714	2	8717	12	1	0.992781617974	0.99672	0.99047	TRUE	FALSE	TRUE
88765139-eb2f-4d4e-b5e9-d08dc8629fe2	bd5387ad-5f89-4807-8731-c2fc75da151f	39.4	0.021	0.0136	485	86.34	0.00025	144.91	122.04	0.998812785388	41.4281795739	12.4388964072	7.79151195291	0.379785697861	1.5093495935	3.96716589862	0	8623	8	2	0.995190157493	0.99665	0.99286	TRUE	FALSE	TRUE
88a810b0-9ba1-4b57-8d62-e8669fc8fcba	1b6313bd-9cb1-44b6-bc16-697a7f0532d2	41.5	0.0143	0.0094	314	89.58	0.00028	137.55	127.76	0.999086757991	42.4749542962	9.33064253308	7.6009493931	0.41204110424	1.47709003215	3.93942857143	0	8644	8	1	0.0861299236616	0.95822	0.092624	TRUE	TRUE	TRUE
892b91a4-5950-428a-947f-11cb5cfe4db4	51a6d64e-fee4-4411-a0c8-4fda6c49b97d	42.8	0.0183	0.0122	384	88.95	8e-05	142.36	131.83	0.99899543379	43.4672273517	12.1464349043	9.67492101959	0.46632569132	1.51041666667	4.1797752809	0	8759	2	2	0.992778994379	0.99592	0.99285	TRUE	FALSE	TRUE
897ca0bf-e458-4170-9cd6-f968b474eb1a	06f9b95b-15cb-4428-9758-7f1a09246008	26.5	0.1991	0.1174	235	92.4	0.00146	140.43	87.14	0.999634703196	29.0874291979	10.1383780871	25.6775403124	0.671905124414	1.47213247173	4.01927570093	0	8593	2	3	0.0957496086757	0.95939	0.10215	TRUE	FALSE	FALSE
8a2853a4-58cc-4584-ae20-7bb0db4ad100	217be31b-39d8-4160-b74f-529d658e2749	52	0.0167	0.0108	452	90.86	0.00314	201.59	161.21	0.998082191781	53.8204776283	13.5945827358	7.02694091636	0.338873742195	1.51576846307	4.02685714286	0	8797	10	2	0.0332216560841	0.9583	0.03094	TRUE	FALSE	TRUE
8a9f1058-6930-4942-879d-6633db1848e0	NA	0	NA	1	300	NA	1	NA	NA	0.981552511416	6.91189058429	2.68411293749	30.9409698438	0.763796511989	1.14747634069	4.08737244898	0	7977	2	3	0.179603514026	0.9385	0.18532	FALSE	FALSE	FALSE
8afb59c6-d9c7-4b54-a8b4-ac28a2776bd0	7b791d42-2055-4051-924e-becb1aa2d754	45.3	0.0167	0.0117	256	91.21	0.00028	155.25	139.46	0.999452054795	47.6779057018	9.8492549589	6.00416333126	0.420233193062	1.4631327222	4.15736342043	0	8685	4	0	0.0717003961405	0.95902	0.071417	TRUE	TRUE	TRUE
8b14d188-11bb-46df-80aa-cfe6c655122d	08d1378d-f47d-4bab-975c-6d78250d0703	34.9	0.0152	0.0108	424	89.14	0.00034	145.52	108.08	0.998630136986	37.3395518976	11.9893804703	10.2526200479	0.454250170707	1.47564356436	4.01028571429	0	8768	10	1	0.0596757898729	0.9583	0.057131	TRUE	FALSE	TRUE
8bc2e4d1-da9c-41b9-bc1f-85ea98c949f6	ae963d60-70a5-4849-96c2-afd3e930749c	37.1	0.0157	0.0105	254	91.61	0.00037	125.04	114.29	0.998173515982	40.8419030192	10.5519878339	9.10098306108	0.513174143132	1.52642530171	4.1097708082	0	8472	2	1	0.992781617974	0.9968	0.99047	TRUE	FALSE	TRUE
8c26c6f2-7930-4cea-95ce-591ddeb87447	b5dc4e4e-a3b9-4317-afc6-bc23a0a4b0e6	49.9	0.0201	0.0131	278	93.06	0.00016	172.7	153.55	0.999726027397	53.5238878231	12.1760648246	6.37441106751	0.348082352747	1.55386565272	4.17610837438	0	8406	5	1	0.995190157493	0.99876	0.99524	TRUE	FALSE	TRUE
8dea4706-3556-4053-ba63-ba8aae2947da	7ba67ce9-f13b-41d6-a49c-11a42dab1b8f	32.9	0.0137	0.0088	292	87.42	2e-04	108.69	101.18	0.999178082192	33.3019833653	8.71282824422	13.7749735686	0.476472003546	1.39857932123	4.09230769231	0	8606	6	2	0.0789151599011	0.95917	0.080941	TRUE	TRUE	TRUE
8e7739df-e043-4944-8f0e-25a2685494eb	e08edf61-28b9-494d-9ab1-ac8e3e377c58	37.2	0.0251	0.0159	448	86.68	0.00042	140.77	115.3	0.999086757991	38.460786106	11.3516509653	9.66207911136	0.469292382127	1.52492906364	4.033603708	0	8688	9	1	0.00195767978836	0.95902	-1.2794e-05	TRUE	FALSE	TRUE
8e971dcc-859f-4a0a-be3d-90130ec513db	985c9f45-e703-42b1-a832-377651bfaf03	36.5	0.0112	0.0079	274	89.22	0.00025	119.81	112.45	0.998812785388	38.0368473987	10.5075726926	11.4700076902	0.447274082924	1.42212632405	4.03115983843	0	8719	4	1	0.990380314986	0.99432	0.99047	TRUE	FALSE	TRUE
8ee200e1-ea79-4af1-87c4-831a4b590ecb	c08db018-e1e9-457d-bb7a-c658d07393b7	32.6	0.0177	0.0113	315	87.23	0.00022	121.46	99.9	0.997808219178	35.5145524437	11.3049892122	15.3566610238	0.45462604824	1.4508	4.03563084112	0	8621	5	1	0.152024426362	0.95888	0.15073	TRUE	FALSE	TRUE
8f191915-d076-4c9e-95c7-1de76ea96cc0	f0e0d666-022f-4e74-b702-a9d73e9743d4	33.1	0.0146	0.0073	441	90.97	0.00033	110.79	101.82	0.998721461187	33.8418983175	9.95391558433	13.4795208532	0.512862957053	1.49839871898	3.98288648032	0	8735	3	1	-0.0293062965074	0.95582	-0.026204	TRUE	TRUE	TRUE
8f503b0e-349b-42ac-8ebf-299881eb5f34	55f2f3ce-dbe4-4ba6-acd9-7b900751159f	46.5	0.0254	0.0189	231	91.57	0.00019	161.22	143.39	0.99899543379	51.3613675839	10.9962991636	5.80501892224	0.43136379735	1.44719277581	3.94422535211	0	8776	4	0	0.992785236239	0.99745	0.99286	TRUE	FALSE	TRUE
8f640fe4-aa25-444a-95b1-ca7a17baeb52	85d9bdee-f1e7-4197-802a-d4228651d6d6	36.4	0.0245	0.0098	409	89.68	0.00022	123.81	111.97	0.998082191781	37.6027083905	10.8457562723	11.3946340292	0.443917125291	1.35140050928	3.90047897818	2	9208	9	1	0.182326773803	0.95764	0.18312	TRUE	FALSE	TRUE
8fc3cfb0-e245-4089-a73c-8d93cb8fc5ee	d3348bd1-4fa9-4d31-b786-c64ad794b3cc	34.4	0.0143	0.0076	459	90.74	0.00021	114.34	105.74	0.999178082192	35.1157115437	9.72796753966	12.2167284989	0.463569896638	1.76174496644	3.95962389381	4	8967	6	0	0.0813200811546	0.95859	0.083322	TRUE	TRUE	TRUE
90469bfb-140c-4856-be28-a9b04c183157	7cc2b5b7-c8fc-49ad-9842-be18e8d10a32	36.6	0.0203	0.0124	487	89.09	0.00032	124.14	112.74	0.99899543379	37.0471706737	10.5996447648	11.9308716448	0.471013218538	1.4599770203	4.00387811634	0	9032	5	1	-0.044446163078	0.95852	-0.048338	TRUE	FALSE	TRUE
907573fb-857b-4e18-8a24-f5e6a3e6c339	7ffac980-15cf-4b7b-b09e-94402e497ae4	35.2	0.0207	0.0128	458	88.3	0.00057	130.02	108.96	0.999452054795	36.4101790936	11.7255005646	11.6581132924	0.495291340102	1.46948356808	4.11547344111	0	8860	9	2	0.0308167348306	0.95815	0.023797	TRUE	FALSE	TRUE
909bae21-1ff1-4969-9ae8-6f071a6412a6	596b5a50-1686-4c53-8e07-a1d59add2426	36.2	0.0162	0.0117	283	88.8	0.012	139.88	112.25	0.999452054795	41.738121345	12.4534346695	13.0955401149	0.586819448299	1.22126436782	3.95409292035	0	8957	9	3	0.937429492534	0.99665	0.92852	TRUE	FALSE	TRUE
9144e6fd-9055-4a0b-8728-a845f0b800a7	NA	0	NA	1	300	NA	1	NA	NA	0.998904109589	25.6302797586	13.4872634885	20.0690862225	0.65840486094	1.33320867614	4.06651506538	1	8912	6	0	0.201566143831	0.95706	0.20475	FALSE	FALSE	FALSE
91e3c826-d578-454b-9999-15188459faf7	1444350e-654b-475d-b331-b0fa141d01fb	36.3	0.0261	0.0185	432	87.61	0.00023	144.31	112.5	0.99698630137	38.5146102409	12.4622611393	9.14851152129	0.411535487382	1.37063211622	3.94239631336	1	8580	7	1	0.995190157493	0.99483	0.98571	TRUE	FALSE	TRUE
92dc6bb4-b622-4653-b5b1-9ff180221bf3	988bddbe-3a6e-4107-9855-efdaf828dc13	34.6	0.017	0.0104	241	90.95	0.00038	126.1	106.19	0.998356164384	39.4432857666	11.6245377971	12.6182395055	0.46023130585	1.54353132628	4.04695652174	0	8706	4	1	0.00676752229541	0.95932	0.011892	TRUE	FALSE	TRUE
93f609d2-49b6-4553-b2d1-c6611d5c5653	4db4a161-db0d-4d55-918a-434d5096638b	41.3	0.0138	0.0094	312	87.42	0.00032	133.26	127.21	0.999543378995	42.4035632709	10.8175215339	8.84065278529	0.450574786058	1.48474989833	4.0740521327	2	8565	3	3	0.0861299236616	0.95859	0.095227	TRUE	FALSE	TRUE
95e9a00b-384c-424c-8dcd-b205f956ebbf	2a9325ad-9adf-4686-8897-412d4019119b	38.4	0.0167	0.0104	436	80.66	0.00084	138.58	119.04	0.998721461187	39.5318215069	12.3511656012	10.4557168981	0.448715965763	1.64088628763	4.17976190476	1	8702	8	0	0.0668905536335	0.95779	0.059512	TRUE	FALSE	TRUE
96b9a3a9-eca4-47c3-a091-e8eca2c932f0	1fe732f4-9158-4fc9-be1d-10c289c1940e	44.3	0.0675	0.0423	351	89.72	0.00027	171.57	136.6	0.998721461187	47.6027798098	11.4916976308	9.27320085128	0.415269706243	1.38890984534	4.11446469248	1	8981	6	1	0.992778994379	0.99672	0.99285	TRUE	FALSE	TRUE
973f45d1-5d8b-45f8-8d37-20e8d3d5626c	3886e00a-495b-4195-aa05-a476e0a1fe89	38.2	0.0525	0.016	323	92.85	0.00157	157.71	117.56	0.999086757991	42.8668190128	9.8685832613	9.03932307478	0.440822699883	1.45652173913	4.07665505226	0	8742	4	0	0.992782584427	0.99629	0.99046	TRUE	TRUE	TRUE
979d5d9b-7f49-494b-b221-ab7a43dae267	1169a3e0-c7d6-4bd4-93ff-7cf0c6a3370c	34.8	0.0194	0.0122	424	92.29	0.00029	141.33	107.99	0.997534246575	38.0765357503	11.887846063	10.1647087526	0.456305824309	1.52831748656	4.0635391924	0	8527	8	2	-0.0124718477328	0.95699	-0.011918	TRUE	FALSE	TRUE
97ace155-3b22-4b20-9cc8-3e02f27fadd2	9de72bba-e9a3-4db0-aa04-6a013fe534d1	54.8	0.0232	0.0115	298	90.02	5e-05	199.64	168.8	0.998447488584	58.9691758895	18.6819862805	11.0067152828	0.385221240003	1.48588709677	4.17175344105	0	8642	3	1	0.995190157493	0.99396	0.99285	TRUE	FALSE	TRUE
97bfe002-255a-463e-af5e-585efbde8ea8	c6575446-2da0-47d8-ab56-739d7c8995f5	42.1	0.0204	0.0148	300	87.89	0.00125	141.54	129.62	0.998630136986	43.0834019204	9.17015864376	7.88290791072	0.414593233261	1.4612017509	3.98337155963	0	8691	6	3	-0.0509505877891	0.95742	-0.047632	TRUE	TRUE	TRUE
98051587-e722-4fbb-aaf6-2b310f555ed0	ee53069f-db4d-476b-8577-4758713271e1	29.1	0.0196	0.0127	288	91.01	0.00031	105.75	89.51	0.998264840183	31.7768731132	9.37125392371	15.4422816706	0.49274996862	1.49656009713	3.91353811149	0	8638	3	1	0.186728958393	0.95859	0.18473	TRUE	TRUE	TRUE
981ca56b-cf27-45ce-845e-05161a2ff239	d7c8d58e-5ff5-4cc3-8a06-e8a07bfecbb8	56.9	0.0225	0.0146	302	91.25	2e-04	194.89	175.15	0.999086757991	59.8574040219	13.4834570937	6.68092354053	0.316760212648	1.48770816812	4.07683419988	0	8788	6	2	0.074105317394	0.95742	0.078334	TRUE	FALSE	TRUE
985e68ee-d9ab-4b5a-8e15-ed90f50c490d	bc7ee557-7abf-415e-9743-3da957a4f842	37.9	0.0305	0.0217	212	93.98	0.00041	147.51	117.7	0.998904109589	40.5970012799	11.1884470659	11.1814713647	0.417837468317	1.44581673307	4.01450116009	0	8645	5	0	0.00917244354893	0.95837	0.0095111	TRUE	FALSE	TRUE
99dba600-5d73-41ae-a6b6-52f61d276987	ff56ed0a-8071-48b4-90de-2c0d36a8a820	35.8	0.0174	0.0112	418	80.52	0.00146	130.32	110.94	0.998904109589	36.2158529896	12.0103774044	12.1448879341	0.455747227076	1.4408	4.14123279473	0	8591	10	2	0.0428413410982	0.9591	0.040464	TRUE	FALSE	TRUE
9a747d2f-70d9-4ce7-b245-fb4d5370e8f8	2cb6db6f-7a06-4549-851c-fd2595dc8bdd	37.6	0.0199	0.0146	249	91.77	0.00023	127.23	115.96	0.998812785388	41.2399195392	10.3414170837	8.49954233646	0.434979295852	1.45275590551	3.93524774775	1	8765	6	1	0.995190157493	0.99527	0.99285	TRUE	FALSE	TRUE
9a869714-00cf-434d-abb1-d90df7999e6a	4a88db37-6b5a-430e-a318-1f82bb614447	48.9	0.0285	0.0182	283	93.15	0.00044	185.78	150.72	0.998904109589	51.7057048821	16.1046122508	12.4446403521	0.371186208448	1.5142972211	3.96695156695	0	8717	4	5	0.992780875928	0.99796	0.99285	TRUE	FALSE	TRUE
9c40a74a-9ea3-4bff-a590-e59a8fb27acd	48df1853-4c31-4726-97ae-cfafa858d9a7	35.1	0.0169	0.0107	306	85.43	0.00022	117.25	107.92	0.998538812785	35.3393085787	9.12978372706	12.1524416823	0.468920857219	1.52593192869	3.90135287486	0	8695	7	1	0.0885348449152	0.95764	0.092624	TRUE	TRUE	TRUE
9cc78aa9-a0c6-4c23-a9ab-79d1209bc56e	7b1f680f-eadc-40b7-bfc5-7fa972219a39	28.2	0.0696	0.0302	327	91.88	0.03289	132.2	86.96	0.998082191781	30.6609021868	10.1171710977	25.5386248927	0.832237122571	1.6640625	3.94083186878	0	8434	5	4	0.850894882282	0.99512	0.85228	TRUE	FALSE	TRUE
9d83c8cc-5b37-4d9d-b437-6e2611a024ee	b9da7b76-9ad6-447e-8258-c77957f0533f	38.2	0.0149	0.0098	431	87.91	0.00171	138.17	118.23	0.998721461187	40.3365032919	12.2426980906	8.59970804525	0.450303386543	1.56151035323	4.00742857143	1	8763	9	2	0.114988978704	0.95888	0.11427	TRUE	FALSE	TRUE
9df06ca8-ad89-4c07-9891-ffe55b77be57	47574e2d-8f91-4f9d-a5d1-ae5bc8d52b21	39.7	0.0167	0.011	332	88.11	0.00031	131.4	122.11	0.998904109589	39.775644542	10.1550398209	9.53901899126	0.3988271038	1.44337735094	4.03335283792	0	8602	4	1	0.0596757898729	0.95706	0.059524	TRUE	FALSE	TRUE
9eb9f936-e3be-4cfe-b5a8-d401ee556c71	f08b051d-0124-4f58-a1be-33e4b5bb64ec	25.2	0.0164	0.0114	290	90.74	0.00362	100.35	78.14	0.999178082192	29.0700118819	11.9223731883	16.7474124462	0.525227251954	1.31391465677	4.12701149425	1	8921	10	2	0.975950787465	0.99527	0.97375	TRUE	FALSE	TRUE
9f2f3948-7c0b-437d-96bc-121f3919402b	39647a01-7c78-4038-8ca4-e4af538fa343	32.6	0.0182	0.0109	455	80.31	0.00116	116.65	101.11	0.997899543379	33.1779994509	11.0723338311	14.8308630635	0.44982448885	1.4807846277	4.01558891455	0	8687	7	1	0.995184408263	0.99498	0.98808	TRUE	FALSE	TRUE
a04f334d-ed3c-4879-b76c-d423450a6663	b02125ae-1cce-4a1e-85c6-1f2954db569a	39.1	0.0181	0.0107	443	83.93	0.00054	141.04	121.2	0.998356164384	40.5935784852	12.3655789931	10.473818214	0.488484002528	1.48011249498	4.13954869359	0	8655	4	3	0.995190157493	0.9968	0.99048	TRUE	FALSE	TRUE
a05ece7b-2bcd-407c-82bf-c19fb3c2e458	24f01b18-c315-4464-a5ad-3fdc207c9345	39	0.0127	0.0092	321	90.35	0.02935	127.7	120.14	0.999634703196	39.6411474511	11.0431955365	19.0796265281	0.822494906999	1.62885701869	4.06306852638	0	8349	1	1	0.10536929369	0.97591	0.10951	TRUE	FALSE	TRUE
a070d518-b1fe-4505-86b5-fc08201a4b61	f4e3db6b-d3c4-4a7e-9db9-d739090b2bf1	34.9	0.0128	0.0076	472	89.59	0.00027	116.46	107.39	0.997442922374	35.0041201245	9.54120975709	12.792273841	0.463086609166	1.46980392157	3.95184770437	0	8844	5	1	0.107774214943	0.95626	0.10903	TRUE	TRUE	TRUE
a11e40c8-4e10-4f75-b235-d80cd36c963d	f5128c5e-376f-4ac9-bcff-5dfd7d7df7cc	37.7	0.0132	0.0089	307	86.83	6e-05	124.16	116.08	0.998264840183	38.5049858201	10.7687686405	11.9947011602	0.416274450963	1.46911119968	4.08474576271	1	8700	5	1	0.995181956968	0.99527	0.99523	TRUE	FALSE	TRUE
a17ea4e5-8860-4dcb-be07-c9e432490bad	4e9e29cd-9626-4f91-b947-b9cb57ded8aa	32.3	0.0204	0.0114	496	79.73	9e-04	116.07	100.16	0.998264840183	32.7833684018	11.6995246949	15.8426870999	0.538173707719	1.50288778878	4.11385542169	2	8489	3	0	0.992772935452	0.99454	0.98807	TRUE	FALSE	TRUE
a197c9de-3a93-4b87-a92c-5692f10ce1c8	a5938245-6af9-4f35-9e04-fc50b011864d	35.6	0.0232	0.0179	236	91.13	0.00088	121.66	109.71	0.998630136986	37.8473708276	10.4492426677	11.2954372823	0.517542754309	1.57548334019	4.14819205691	0	8685	7	0	-0.0269013752539	0.95699	-0.024073	TRUE	FALSE	TRUE
a24c6a90-6417-4d05-85e0-35768bf5299d	NA	0	NA	1	300	NA	1	NA	NA	0.999360730594	27.3409485516	11.3539778826	18.6134248499	0.55528771691	1.32693018101	3.99389228207	1	8994	14	3	0.980746043321	0.99745	0.97379	FALSE	FALSE	FALSE
a2c71708-a460-4cee-af93-d070be1e6d2c	ff6fda63-92b3-4bdf-94dd-3ebb3101c276	31.5	0.0216	0.0126	239	92.18	0.00017	117	97.05	0.998356164384	35.3969996341	10.2219739093	13.8404053602	0.557819687998	1.53578816715	4.11131059246	0	8541	4	2	-0.0557604302962	0.95808	-0.05027	TRUE	FALSE	TRUE
