gene	Cases	Controls	Fish_pval	CI_lower	CI_upper	OR_Fish	case_coh_size	cont_coh_size	Coh
CEP_HAUS_core	7	2	1.41437990589657e-08	14.0002102666793	728.00049660416	74.33482619124	157	3205	original
CEP_HAUS_core	7	2	1.2974192336377e-08	14.1866845559513	737.159507304835	75.333107332546	155	3205	PCs_min13
CEP_HAUS_core	5	0	1.96318450962029e-07	19.3083557505594	Inf	Inf	155	3205	PCs_EMMAX_min13
CEP_HAUS_core	6	2	2.27408733442361e-07	11.3542703569485	648.794278913442	64.106084114119	155	3205	kingGRM_EMMAX_min13
CEP_HAUS_core	6	2	2.27408733442361e-07	11.3542703569485	648.794278913442	64.106084114119	155	3205	kingPCs_EMMAX_min13
